6日 79
7日 4
8日 18
9日 38
10日 18
11日 12
12日 1
13日 1
14日 0
16日 3
17日 16
18日 13
19日 27
21日 10
23日 11
24日 23
25日 8
27日 0
28日 1
30日 14
31日 23
2日 2
3日 2
4日 5
6日 12
7日 0
8日 1
9日 5
10日 4
12日 1
13日 6
